game,difficulty,model,model_short,timestamp,run_id,repeat,dimension,indicator,score,max_score,normalized
snake,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
snake,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,audio_animation,8.0,20.0,0.4
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,rule_completeness,2.0,2.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,2.0,2.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,modularity,14.0,20.0,0.7
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,reuse,20.0,20.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,comments,10.0,15.0,0.6666666666666666
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,constants,0.0,15.0,0.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,complexity,5.0,15.0,0.3333333333333333
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,visual,25.0,25.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
snake,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,audio_animation,8.0,20.0,0.4
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,1.0,2.0,0.5
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,modularity,15.0,20.0,0.75
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,reuse,20.0,20.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,comments,0.0,15.0,0.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,constants,5.0,15.0,0.3333333333333333
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,complexity,10.0,15.0,0.6666666666666666
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,visual,25.0,25.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
flappy_bird,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,audio_animation,14.0,20.0,0.7
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,1.0,2.0,0.5
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,modularity,15.0,20.0,0.75
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,reuse,20.0,20.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,comments,0.0,15.0,0.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,constants,0.0,15.0,0.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,complexity,10.0,15.0,0.6666666666666666
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,visual,25.0,25.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
flappy_bird,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,audio_animation,14.0,20.0,0.7
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,modularity,15.0,20.0,0.75
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,reuse,20.0,20.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,comments,15.0,15.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,constants,5.0,15.0,0.3333333333333333
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,complexity,0.0,15.0,0.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,visual,25.0,25.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,audio_animation,14.0,20.0,0.7
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,2.0,2.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,modularity,12.0,20.0,0.6
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,reuse,20.0,20.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,comments,0.0,15.0,0.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,constants,10.0,15.0,0.6666666666666666
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Code Quality,complexity,5.0,15.0,0.3333333333333333
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,visual,20.0,25.0,0.8
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,UX,audio_animation,6.0,20.0,0.3
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,2.0,2.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,modularity,6.0,20.0,0.3
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,reuse,20.0,20.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,comments,15.0,15.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,constants,5.0,15.0,0.3333333333333333
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,Code Quality,complexity,0.0,15.0,0.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,visual,25.0,25.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_110524,20260430_110524,1,UX,audio_animation,14.0,20.0,0.7
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,2.0,2.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Functionality,constraint_termination,1.0,2.0,0.5
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,modularity,12.0,20.0,0.6
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,reuse,15.0,20.0,0.75
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,naming,15.0,15.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,comments,10.0,15.0,0.6666666666666666
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,constants,10.0,15.0,0.6666666666666666
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,Code Quality,complexity,0.0,15.0,0.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,visual,25.0,25.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,smoothness,35.0,35.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,balance,12.0,20.0,0.6
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_110524,20260430_110524,1,UX,audio_animation,14.0,20.0,0.7
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,python_syntax_correct,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,short_runtime_stable,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,dependency_initialization_complete,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,window_creation,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,event_handling_mechanism,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Executability,process_controllability,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,rule_completeness,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,state_evolution,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,interaction_validity,2.0,2.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_110524,20260430_110524,1,Functionality,goal_feedback_alignment,1.0,2.0,0.5
